Name,Firm,Completeness %,Missing Count,Missing Fields,ID,Has Bio,Has Sectors,Has Stage,Has URL,Has LinkedIn,LinkedIn URL,Website URL
"Amish Desai","Amish Desai",59,4,"bio; investment_thesis; notable_investments; url",e1c922a1-a7a3-464f-9471-fc93b73824f4,No,Yes,Yes,No,Yes,"https://linkedin.com/in/amish-desai",""
"Amy FuVice (Firstround)","Amy FuVice (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",596b8111-3d39-42a6-8177-9158856a6c6f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/amy-fuvice",""
"Amy Saper (Uncork Capital)","Amy Saper (Uncork Capital)",59,4,"bio; firm_description_normalized; notable_investments; url",2782e1d7-883f-4931-9ebd-c8dec785ec4b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/amy-saper",""
"Andrea Hippeau","Andrea Hippeau",59,4,"bio; investment_thesis; notable_investments; url",3e26fa9f-d1d0-4e59-8383-99d67539129a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/andrea-hippeau",""
"Andrew Braccia","Andrew Braccia",59,4,"bio; firm_description_normalized; notable_investments; url",f76dac01-239b-4872-9f70-cf2b5e9b0f97,No,Yes,Yes,No,Yes,"https://linkedin.com/in/andrew-braccia",""
"Andrew Ciatto (Ribbit Capital)","Andrew Ciatto (Ribbit Capital)",59,4,"investment_thesis; check_size; notable_investments; url",76aa3f8e-23d4-46d0-aa56-4dd64862863a,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/andrew-ciatto",""
"Andrew Verhalen (Matrix Partners)","Andrew Verhalen (Matrix Partners)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",3be76e44-7ee0-491b-9745-cdc7d75f265d,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/andrew-verhalen",""
"Andy McLoughlin (Uncork Capital)","Andy McLoughlin (Uncork Capital)",59,4,"bio; firm_description_normalized; notable_investments; url",fd4eaeb9-ea02-4f38-bb15-f343528373cb,No,Yes,Yes,No,Yes,"https://linkedin.com/in/andy-mcloughlin",""
"Angela Tran","Angela Tran",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",e7eeb0b0-f115-41f7-a96e-51afabb78db9,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/angela-tran",""
"ANIMO Ventures","ANIMO Ventures",59,4,"bio; firm_description_normalized; notable_investments; url",106a082a-0750-4cdb-81cc-1092a116cb7f,No,Yes,Yes,No,Yes,"https://linkedin.com/in/animo-ventures",""
"Anjney Midha","Anjney Midha",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",5f4f2189-3229-4d9a-ab68-013e414b2704,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/anjney-midha",""
"Anorak Ventures","Anorak Ventures",59,4,"investment_thesis; check_size; notable_investments; url",c8ed4482-7aad-4e7c-b262-23dac44cb2d5,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/anorak-ventures",""
"Antonio Rodriguez (Matrix Partners)","Antonio Rodriguez (Matrix Partners)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",ea3d0bc6-f781-4ad0-ab31-cb37de5e23d4,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/antonio-rodriguez",""
"Apollo","Apollo",59,4,"bio; investment_thesis; notable_investments; url",32c3c4ae-752a-485e-aaa7-ba032ef7f13a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/apollo",""
"Apollo Global Management","Apollo Global Management",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",65662c8c-410a-4357-b896-122422cc670a,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/apollo-global-management",""
"Archimed","Archimed",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",aed59bc3-2714-4465-b04e-41c99a0c58ea,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/archimed",""
"Arctos Partners","Arctos Partners",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",fc06077e-5ee3-4b86-8b9b-132f0874cf3b,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/arctos-partners",""
"Arianna Simpson","Arianna Simpson",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",f38c2218-6b7a-41ce-bbb4-9334d5a10db8,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/arianna-simpson",""
"Armory Square Ventures","Armory Square Ventures",59,4,"investment_thesis; check_size; notable_investments; url",3f8abb39-0f35-4486-bab4-87c0e351fa46,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/armory-square-ventures",""
"Ascend Venture Capital","Ascend Venture Capital",59,4,"bio; firm_description_normalized; notable_investments; url",94e3a347-57a5-4b91-b6c2-48d937398ad9,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ascend-venture-capital",""
"Ashley Cravens (Uncork Capital)","Ashley Cravens (Uncork Capital)",59,4,"bio; firm_description_normalized; notable_investments; url",c6bcd675-2e0b-497d-8596-80aeb3bf5c17,No,Yes,Yes,No,Yes,"https://linkedin.com/in/ashley-cravens",""
"Assistant Chris FralicBoard (Firstround)","Assistant Chris FralicBoard (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",d3304de9-0e9a-48e8-b03b-937994f9449a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/assistant-chris-fralicboard",""
"Astorg","Astorg",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",fe94faa4-56f1-4568-94d5-b96efc18b46b,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/astorg",""
"Atypical","Atypical",59,4,"investment_thesis; check_size; notable_investments; url",37fd7de7-9822-419e-9db9-80f2852e153e,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/atypical",""
"Autotech Ventures","Autotech Ventures",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",0b55054b-fb39-4621-9b06-2748f8784444,Yes,Yes,Yes,No,Yes,"https://www.autotechvc.com",""
"Axel Bouchon (Arch Venture Partners)","Axel Bouchon (Arch Venture Partners)",59,4,"investment_thesis; check_size; notable_investments; url",8d03fdf8-d57c-4f39-8c47-d684b71d1f6e,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/axel-bouchon",""
"Bain Capital Ventures","Bain Capital Ventures",59,4,"firm_description_normalized; check_size; notable_investments; url",66e04a07-373b-4e2d-b024-879b784f6125,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bain-capital-ventures",""
"Bastian Hasslinger","Bastian Hasslinger",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",f1bafbc0-9717-4633-84a6-acd30ad8c2ff,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bastian-hasslinger",""
"Bayes Ventures","Bayes Ventures",59,4,"investment_thesis; check_size; notable_investments; url",83ef3b6e-522b-495b-8a3a-1428f9dfeab0,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bayes-ventures",""
"Becca Graff","Becca Graff",59,4,"bio; investment_thesis; notable_investments; url",8ee341f2-6085-4ac4-a451-09ef34f31bea,No,Yes,Yes,No,Yes,"https://linkedin.com/in/becca-graff",""
"Ben Horowitz","Ben Horowitz",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",6a0abbab-2b8c-412d-b59a-7c63f910258b,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/ben-horowitz",""
"Better Tomorrow Ventures","Better Tomorrow Ventures",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",063596ac-f00f-4efa-9931-c8424bba9f27,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/better-tomorrow-ventures",""
"Bill Coughran","Bill Coughran",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",e6a74038-eaee-4ff3-8c09-96d6f5efb5bd,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bill-coughran",""
"Bogomil Balkansky","Bogomil Balkansky",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",e69d7b89-b47d-4a0e-b2b5-80be8f644deb,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bogomil-balkansky",""
"Brad Feld","Brad Feld",59,4,"bio; investment_thesis; notable_investments; url",a4a63d0a-8650-4745-9b25-40ce4dc33f27,No,Yes,Yes,No,Yes,"https://linkedin.com/in/brad-feld",""
"Brand Foundry Ventures","Brand Foundry Ventures",59,4,"bio; firm_description_normalized; notable_investments; url",942df028-84ba-4c29-b760-59058fa2361b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/brand-foundry-ventures",""
"Brett Berson","Brett Berson",59,4,"bio; firm_description_normalized; notable_investments; url",8ff75b48-491d-426e-8881-2c813aa08af2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/brett-berson",""
"Brian Cuneo (Arch Venture Partners)","Brian Cuneo (Arch Venture Partners)",59,4,"investment_thesis; check_size; notable_investments; url",12ac6345-a024-48b7-b1ba-56dd201e6bf3,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/brian-cuneo",""
"Brian Nichols","Brian Nichols",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",6f00fd72-a362-4b3d-a966-b5198db3d7cf,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/brian-nichols",""
"Bryan Kim","Bryan Kim",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",2f536b0c-af9b-4499-9389-e9a7d81cbfda,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bryan-kim",""
"Bryan Schreier","Bryan Schreier",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",ecad6f80-0115-4cbb-8303-1c2915483259,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bryan-schreier",""
"Buenavista","Buenavista",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",04ec442a-d5a7-42c5-85d6-8ac350611041,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/buenavista",""
"Camila Saruhashi","QED Investors",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",65a2ac7e-763c-4d1c-9b01-199232f357fd,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/camila-saruhashi",""
"Capital Factory","Capital Factory",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",d1411a69-b7f8-40c3-8e27-699c249fc5ca,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/capital-factory",""
"CapitalT","CapitalT",59,4,"investment_thesis; check_size; notable_investments; url",1cc7d49c-7cbb-4271-9c6c-656b1077704a,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/capitalt",""
"CapVest","CapVest",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",35d66958-2c13-42c7-88c0-bd5e2a2f19d8,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/capvest",""
"Carlo Rizzuto, Ph.D.","Carlo Rizzuto, Ph.D.",59,4,"bio; investment_thesis; notable_investments; url",d0717744-aa1d-46aa-a071-97db8fedadf0,No,Yes,Yes,No,Yes,"https://linkedin.com/in/carlo-rizzuto",""
"Carol Suh (Arch Venture Partners)","Carol Suh (Arch Venture Partners)",59,4,"investment_thesis; check_size; notable_investments; url",ccbfb2dc-0c75-4e50-9ba0-feed6480bf25,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/carol-suh",""
"Cerberus Capital Management","Cerberus Capital Management",59,4,"bio; investment_thesis; notable_investments; url",4fd8a32c-ad6c-4cd8-a8d1-fd9e9acf0d95,No,Yes,Yes,No,Yes,"https://linkedin.com/in/cerberus-capital-management",""
"Charlesbank Capital Partners","Charlesbank Capital Partners",59,4,"bio; investment_thesis; notable_investments; url",b3764059-a0e1-4890-849b-525cb0ebe717,No,Yes,Yes,No,Yes,"https://linkedin.com/in/charlesbank-capital-partners",""
"Charlie Curnin","Charlie Curnin",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",c32ab29a-0a80-4017-9ccb-b59aaf0f3ca4,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/charlie-curnin",""
"Charlie Waite","Charlie Waite",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",943e148a-8985-4a2f-97b4-d6e9c400e41e,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/charlie-waite",""
"Charlotte Chapanoff","Charlotte Chapanoff",59,4,"bio; investment_thesis; notable_investments; url",8aa6437e-e4cf-4ba5-a234-b46c3d4dba3e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/charlotte-chapanoff",""
"ChinEvents CoordinatorRichard AlfonsiBoard (Firstround)","ChinEvents CoordinatorRichard AlfonsiBoard (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",1f8afbd9-3874-41b0-a6f8-c6d974376cd0,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chinevents-coordinatorrichard-alfonsiboard",""
"Chitranjan Jain","Chitranjan Jain",59,4,"bio; investment_thesis; notable_investments; url",432b4f64-d930-4b1c-8a06-beeb37aae5ff,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chitranjan-jain",""
"Chris Dixon","Chris Dixon",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",31209e19-96e3-4ee8-9633-bbfc96538300,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/chris-dixon",""
"Chris Fralic","Chris Fralic",59,4,"bio; firm_description_normalized; notable_investments; url",c7392243-f0d6-4cf4-a2d8-62a684cf0135,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chris-fralic",""
"Cindy McAdam (Ribbit Capital)","Cindy McAdam (Ribbit Capital)",59,4,"investment_thesis; check_size; notable_investments; url",402734f5-efc0-49f8-a642-544bf14d1c91,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/cindy-mcadam",""
"Cinven","Cinven",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",d89305b0-7d7c-4897-9f72-b24669684a8b,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/cinven",""
"Clay Hutmacher","Clay Hutmacher",59,4,"investment_thesis; check_size; notable_investments; url",7247ad0f-8534-4db0-a86d-25a41756d467,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/clay-hutmacher",""
"Clinton Bybee","Clinton Bybee",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",a07a6537-6d86-4f3b-80f4-71aaae7d941d,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/clinton-bybee",""
"Commerce Ventures","Commerce Ventures",59,4,"investment_thesis; check_size; notable_investments; url",1bf97c35-bc1d-4916-b733-9bbea4b453f4,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/commerce-ventures",""
"companies to the (Firstround)","companies to the (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",50c2efd8-c84b-4d78-aaee-cbb0a85ea2bd,No,Yes,Yes,No,Yes,"https://linkedin.com/in/companies-to-the",""
"Coordinator Richard AlfonsiBoard (Firstround)","Coordinator Richard AlfonsiBoard (Firstround)",59,4,"bio; firm_description_normalized; notable_investments; url",ea824714-cd58-4e00-932d-20f774d0b313,No,Yes,Yes,No,Yes,"https://linkedin.com/in/coordinator-richard-alfonsiboard",""
"Corey Ritter (Arch Venture Partners)","Corey Ritter (Arch Venture Partners)",59,4,"investment_thesis; check_size; notable_investments; url",9e3a4042-779f-4a92-971c-b473fa27b101,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/corey-ritter",""
"Cosmo Jiang (Pantera Capital)","Cosmo Jiang (Pantera Capital)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",27a19cfe-3ea2-405c-8319-6629b7d3ac1e,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/cosmo-jiang",""
"Crosslink Capital","Crosslink Capital",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",6925d319-e8d0-49e4-ab60-ff14846a9a14,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/crosslink-capital",""
"CRV","CRV",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",0dabaf6d-2f42-4571-8b6a-dbae6d54bdfb,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/crv",""
"Dan Gregory","Dan Gregory",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",095693d7-6e7b-4d67-9b24-f945d4a4b625,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-gregory",""
"Dan Morehead","Dan Morehead",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",21694281-c86c-444f-ac2d-03f0e77de821,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-morehead",""
"Dan Morehead (Pantera Capital)","Dan Morehead (Pantera Capital)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",5ed4c6e3-dc3e-49bd-b299-bb4c439b3480,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dan-morehead",""
"Dana Stalder","Dana Stalder",59,4,"bio; investment_thesis; notable_investments; url",fcb05968-0d06-4df8-840c-f5f18f4465c0,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dana-stalder",""
"Dana Stalder (Matrix Partners)","Dana Stalder (Matrix Partners)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",e8336c1b-9faf-4866-b760-0e878286e9b5,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dana-stalder",""
"Darling Ventures","Darling Ventures",59,4,"bio; firm_description_normalized; notable_investments; url",35916ec8-7719-4ea2-9d31-d2f5de157d60,No,Yes,Yes,No,Yes,"https://linkedin.com/in/darling-ventures",""
"Data Point Capital","Data Point Capital",59,4,"bio; firm_description_normalized; notable_investments; url",888d004b-d3a4-41e9-8878-880f9cfa5d45,No,Yes,Yes,No,Yes,"https://linkedin.com/in/data-point-capital",""
"David Breger","Google Ventures",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",a8c77865-97a6-45c0-a656-395080aaccdb,Yes,Yes,Yes,No,Yes,"https://www.gv.com",""
"David George","David George",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",fb91d9e3-946a-4f3d-9196-9f1971271ff2,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/david-george",""
"David Skok","David Skok",59,4,"bio; investment_thesis; notable_investments; url",26f46181-484b-4769-a8c9-6b6b4f41fb9a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/david-skok",""
"David Skok (Matrix Partners)","David Skok (Matrix Partners)",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",501b03a7-ef10-46e6-9bf0-7a20757b583e,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/david-skok",""
"Dean Meyer","Dean Meyer",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",87f8117b-599d-4a1e-8806-77f6b6507feb,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dean-meyer",""
"Deven Parekh","Deven Parekh",59,4,"bio; investment_thesis; notable_investments; url",bcdb7986-8e2e-405e-b8df-5fe529aa571e,No,Yes,Yes,No,Yes,"https://linkedin.com/in/deven-parekh",""
"Dr. Vandon Duong","Dr. Vandon Duong",59,4,"investment_thesis; check_size; notable_investments; url",ef08e720-65b5-4ed0-90c5-4a56a3e6ed2b,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/dr-vandon-duong",""
"DST Global","DST Global",59,4,"bio; investment_thesis; notable_investments; url",da5e9ba6-e405-41d1-81dc-355c512a033b,No,Yes,Yes,No,Yes,"https://linkedin.com/in/dst-global",""
"Duncan Carlson","Duncan Carlson",59,4,"bio; investment_thesis; notable_investments; url",8ca0cd1a-b540-4f3d-a33e-b5a80d05cf28,No,Yes,Yes,No,Yes,"https://linkedin.com/in/duncan-carlson",""
"Earl Jones","Earl Jones",59,4,"investment_thesis; check_size; notable_investments; url",e31780cc-bbc2-4190-8c44-20b25e03b6c4,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/earl-jones",""
"EchoVC Partners","EchoVC Partners",59,4,"bio; firm_description_normalized; notable_investments; url",62e4b14f-364e-4125-b1e6-7787bbb20bcb,No,Yes,Yes,No,Yes,"https://linkedin.com/in/echovc-partners",""
"Eddy Lazzarin","Eddy Lazzarin",59,4,"bio; investment_thesis; notable_investments; url",0ec3ff9b-40fc-4779-9774-f3275e8716fe,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eddy-lazzarin",""
"Emery Rosansky","Emery Rosansky",59,4,"bio; investment_thesis; notable_investments; url",773e1d98-c5cf-463c-996f-bcbaf75fb3f2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/emery-rosansky",""
"Emily Libresco","Emily Libresco",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",9e4b9951-5332-4316-a40f-612f7cd4b5ad,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/emily-libresco",""
"Endagon Studios","Endagon Studios",59,4,"bio; firm_description_normalized; notable_investments; url",841e909d-3f48-412a-ab67-fc809bd35847,No,Yes,Yes,No,Yes,"https://linkedin.com/in/endagon-studios",""
"EQT","EQT",59,4,"investment_thesis; firm_description_normalized; notable_investments; url",8b61ad4d-2f9e-4613-91be-19c6a606e0c7,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/eqt",""
"Equation Angels | Southwestern","Equation Angels | Southwestern",59,4,"bio; firm_description_normalized; notable_investments; url",c1425be4-a441-4029-a384-ed109cdd4484,No,Yes,Yes,No,Yes,"https://linkedin.com/in/equation-angels-southwestern",""
"Eric Wagner","Eric Wagner",59,4,"bio; investment_thesis; notable_investments; url",ccbcc992-05ed-4ea8-a617-67ec47b58287,No,Yes,Yes,No,Yes,"https://linkedin.com/in/eric-wagner",""
"Blue Bear Capital","Blue Bear Capital",59,3,"check_size; notable_investments; url",0480cbf2-4b02-4afd-8e19-8e5e5dd41c9f,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/blue-bear-capital",""
"company not the (A16z)","company not the (A16z)",60,5,"check_size; geography_focus; notable_investments; url; linkedin_url",80cedd5a-bb79-4ecc-8adf-493dbe1f424d,Yes,Yes,Yes,No,No,"",""
"DirectorNick RubinInvestorAnnie DukeSpecial (Firstround)","DirectorNick RubinInvestorAnnie DukeSpecial (Firstround)",60,5,"firm_description_normalized; geography_focus; notable_investments; url; linkedin_url",91830389-c36c-4411-b843-0ab04bea6e89,Yes,Yes,Yes,No,No,"",""
"Collaborative Fund","Collaborative Fund",60,4,"investment_thesis; firm_description_normalized; check_size; url",d5de162d-2fda-4017-b275-31864d907007,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/collaborative-fund",""
"Blackstone Capital Partners","Blackstone Capital Partners",61,5,"investment_thesis; geography_focus; notable_investments; url; linkedin_url",0cdcecc0-b30b-45d9-ae4b-bd946b1739f5,Yes,Yes,Yes,No,No,"",""
"Chingona Ventures","Chingona Ventures",61,5,"investment_thesis; geography_focus; notable_investments; url; linkedin_url",5a2b1bee-ca47-4d25-b030-7a6dfb58b5ba,Yes,Yes,Yes,No,No,"",""
"Aaron Frank (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",4dfd9ca0-9299-4765-9807-1cd052604be1,No,Yes,Yes,No,Yes,"https://linkedin.com/in/aaron-frank",""
"Alex Taussig (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",85ef330c-9b4e-453d-95c0-670724a544c6,No,Yes,Yes,No,Yes,"https://linkedin.com/in/alex-taussig",""
"Alexander Schmitt (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",f938674f-d833-49e8-939f-a6d1318e13c0,No,Yes,Yes,No,Yes,"https://linkedin.com/in/alexander-schmitt",""
"Alexandra Frumar (Lowercarbon Capital)","Lowercarbon Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",ad484eb3-f619-44e1-81ad-5ca08eed87df,No,Yes,Yes,No,Yes,"https://linkedin.com/in/alexandra-frumar",""
"Amber Yang (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",0c409f98-cb68-4e15-99cc-d41c8985ed44,No,Yes,Yes,No,Yes,"https://linkedin.com/in/amber-yang",""
"Anoushka Vaswani (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",30db9233-5044-48d8-95d9-9b885b122f10,No,Yes,Yes,No,Yes,"https://linkedin.com/in/anoushka-vaswani",""
"Antoine Moyroud (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",a6db9646-ab38-4456-a299-ca54261e5d72,No,Yes,Yes,No,Yes,"https://linkedin.com/in/antoine-moyroud",""
"Arash Rebek (Khosla Ventures)","Khosla Ventures",63,4,"bio; investment_thesis; firm_description_normalized; url",c7f4306c-ab03-43c9-a32e-04d558efc6f2,No,Yes,Yes,No,Yes,"https://linkedin.com/in/arash-rebek",""
"Arif Janmohamed (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",caddd1ad-3718-4ac9-a3c1-4b8f2535377d,No,Yes,Yes,No,Yes,"https://linkedin.com/in/arif-janmohamed",""
"Arjun Balaji (Paradigm)","Paradigm",63,4,"investment_thesis; firm_description_normalized; check_size; url",4a68248a-aa43-4317-a1ba-372624ddd0de,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/arjun-balaji",""
"Barry Eggers (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",3a9d7eee-cde4-4e00-a251-4da81dc180f6,No,Yes,Yes,No,Yes,"https://linkedin.com/in/barry-eggers",""
"Becca Graff (Initialized)","Initialized Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",b8123ad3-670e-4219-bd61-d0314ba02f96,No,Yes,Yes,No,Yes,"https://linkedin.com/in/becca-graff",""
"Bejul Somaia (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",878ecf3c-1f00-47c5-b942-b1d74a1cf5f1,No,Yes,Yes,No,Yes,"https://linkedin.com/in/bejul-somaia",""
"Bessemer Venture Partners","Bessemer Venture Partners",63,4,"investment_thesis; firm_description_normalized; check_size; url",94482fe0-a496-4e29-a5d8-698ea5a6f5d1,Yes,Yes,Yes,No,Yes,"https://linkedin.com/in/bessemer-venture-partners",""
"Brett Gibson (Initialized)","Initialized Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",3b71eef4-6d6b-4ba5-b472-6bf175e0bc9a,No,Yes,Yes,No,Yes,"https://linkedin.com/in/brett-gibson",""
"Bucky Moore (Lightspeed)","Lightspeed Venture Partners",63,4,"bio; investment_thesis; firm_description_normalized; url",259444d8-a2fa-4521-ae6a-1272aec2c7ba,No,Yes,Yes,No,Yes,"https://linkedin.com/in/bucky-moore",""
"Caie Kelley (Lowercarbon Capital)","Lowercarbon Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",eae19f25-640b-444d-a505-2451bd236000,No,Yes,Yes,No,Yes,"https://linkedin.com/in/caie-kelley",""
"Chase Coleman (Tiger Global)","Tiger Global",63,4,"bio; investment_thesis; firm_description_normalized; url",b40644b9-77bb-4001-addf-4f546bce1611,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chase-coleman",""
"Chika Nakasu (Playground)","Playground Global",63,4,"bio; investment_thesis; firm_description_normalized; url",4539df05-4215-4337-a56c-a40e2d499576,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chika-nakasu",""
"Chris Sacca (Lowercarbon Capital)","Lowercarbon Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",7ff67dbb-5f94-4537-9306-b96421ae3b55,No,Yes,Yes,No,Yes,"https://linkedin.com/in/chris-sacca",""
"Christian Bjelland (Lowercarbon Capital)","Lowercarbon Capital",63,4,"bio; investment_thesis; firm_description_normalized; url",7c680039-025f-4ea5-aa88-e38b06a271ef,No,Yes,Yes,No,Yes,"https://linkedin.com/in/christian-bjelland",""
